fid,Id,feuille,surfac_m2,nature,surf2,perimeter,_cc_radius,_cc_area,_cc_circle_compacity,_comp_miller,_comp_gravelius,_convexity_default,elongation_rectangularity_width,elongation_rectangularity_height,elongation_rectangularity_elongation,elongation_rectangularity_rectangularity
"4182","0",CC2,"8456",parcelles,8456.15,373.206921085691,69.831589,15319.821974,0.552,0.763,1.15,22.770,9548.929170,392.956290,24.300,78.033
"4183","0",CC2,"16858",parcelles,16858.1,675.981658230676,121.410285,46308.512702,0.364,0.463,1.47,28.235,26064.815362,693.427872,37.588,71.261
"4184","0",CC2,"9588",parcelles,9587.97,431.275280985827,81.453479,20843.427912,0.460,0.648,1.24,23.345,13010.842381,460.263530,28.268,73.616
"4185","0",BB1,"6711",parcelles,6710.92,415.232046398832,92.235068,26726.495691,0.251,0.489,1.43,16.167,12454.543685,503.970733,24.713,36.370
"4186","0",BB1,"1328",parcelles,1327.96,182.53391969319,40.151957,5064.811633,0.262,0.501,1.41,7.272,1567.447231,195.791858,8.006,17.080
"4187","0",BB1,"3571",parcelles,3571.11,342.407749071496,72.877764,16685.527942,0.214,0.383,1.62,11.025,6532.994898,380.562183,17.167,24.567
"4188","0",BB1,"16035",parcelles,16035.5,547.555470970979,104.496861,34304.916438,0.467,0.672,1.22,29.409,25642.033983,647.087043,39.627,86.773
"4189","5",BB1,"31",bati,30.7097,22.1680945500437,3.920047,48.276124,0.636,0.785,1.13,1.385,30.709739,22.170841,1.385,5.432
"4190","0",BB1,"1300",parcelles,1299.7,181.738098829879,37.611362,4444.142638,0.292,0.494,1.42,7.149,1881.204835,197.271643,9.536,17.850
"4191","0",BB1,"6021",parcelles,6021.22,317.763278719203,58.540026,10766.032812,0.559,0.749,1.16,18.942,7099.239276,341.922095,20.763,60.262
"4192","0",BB1,"16232",parcelles,16232.4,535.995442266353,108.071599,36692.138613,0.442,0.710,1.19,30.296,21985.799811,602.293887,36.503,91.802
"4193","0",BB1,"3788",parcelles,3788.02,337.676973825613,72.617103,16566.383585,0.229,0.417,1.55,11.214,4272.724084,346.603936,12.327,26.385
"4194","0",BB1,"1825",parcelles,1825.14,296.132965298527,67.133526,14158.876464,0.129,0.261,1.96,6.274,2043.394597,298.349459,6.849,13.626
"4195","0",BB1,"3723",parcelles,3722.62,337.320420219448,73.335888,16895.964401,0.220,0.411,1.56,11.032,3849.643145,343.433336,11.209,25.631
"4196","0",BB1,"4027",parcelles,4027.22,322.304278289693,67.275807,14218.955791,0.283,0.487,1.43,12.522,4163.772473,327.174102,12.726,30.488
"4197","0",BB1,"2850",parcelles,2849.93,275.101769017908,57.521563,10394.682511,0.274,0.473,1.45,10.356,2896.575022,277.330851,10.444,25.205
"4198","0",BB1,"2918",parcelles,2917.55,297.420822021256,64.185477,12942.656155,0.225,0.414,1.55,9.860,3050.763684,302.348453,10.090,22.933
"4199","0",BB1,"1670",parcelles,1670.2,165.502741695135,30.533032,2928.800220,0.570,0.766,1.14,10.088,1833.455635,172.113245,10.653,35.325
"4200","0",BB1,"3814",parcelles,3813.68,257.961580123484,48.269055,7319.602099,0.521,0.720,1.18,14.778,3971.132034,263.516917,15.070,44.810
"4201","5",BB1,"32",bati,31.6885,22.8101136000291,4.162613,54.435459,0.582,0.765,1.14,1.389,32.852912,23.239208,1.414,4.687
"4202","5",BB1,"20",bati,19.7563,18.2465844960314,3.306913,34.355442,0.575,0.745,1.16,1.082,19.756312,18.248872,1.083,3.533
"4203","0",BB1,"5613",parcelles,5613.15,302.66237315999,55.722632,9754.681904,0.575,0.770,1.14,18.539,6023.243710,313.191337,19.232,63.297
"4204","0",BB1,"5571",parcelles,5571.11,477.361915441691,87.358708,23975.202294,0.232,0.307,1.80,13.055,14344.913785,490.968710,29.218,37.234
"4205","0",BB1,"1337",parcelles,1337.21,147.342132564799,27.343531,2348.870469,0.569,0.774,1.14,9.072,1449.381614,153.485348,9.443,30.971
"4206","0",BB1,"9371",parcelles,9371.4,593.417075344397,106.676983,35751.257661,0.262,0.334,1.73,18.436,20995.301434,610.107447,34.412,46.807
"4207","0",BB1,"5794",parcelles,5794.16,329.417059138434,62.700028,12350.522748,0.471,0.673,1.22,17.642,6146.082014,341.547759,17.995,48.753
"4208","0",BB1,"2848",parcelles,2848.36,235.226921037236,45.340770,6458.440310,0.441,0.647,1.24,12.104,3056.080626,243.819169,12.534,32.870
"4209","0",BB1,"5451",parcelles,5450.98,300.175294335499,57.592760,10420.430318,0.523,0.760,1.15,18.153,6402.403414,324.298526,19.742,57.889
"4210","5",BB1,"18",bati,17.9785,18.269946190126,3.446424,37.315337,0.482,0.677,1.22,0.984,17.978531,18.272211,0.984,2.868
"4211","0",BB1,"5912",parcelles,5912.02,311.764767177516,55.931603,9827.983321,0.601,0.764,1.14,18.999,6624.934489,327.502474,20.229,65.133
"4212","0",BB1,"1285",parcelles,1284.84,144.272859305443,26.724027,2243.642593,0.573,0.775,1.14,8.902,1390.128533,150.159269,9.258,30.648
"4213","0",BB1,"4700",parcelles,4699.66,353.013088344286,74.585490,17476.665414,0.269,0.474,1.45,13.308,5394.798315,369.753677,14.590,31.626
"4214","0",BB1,"9336",parcelles,9335.84,431.206377516874,93.078785,27217.691010,0.343,0.631,1.26,21.643,14217.148476,505.364507,28.132,55.519
"4215","0",BB1,"3000",parcelles,3000.16,247.220615460013,48.722430,7457.748888,0.402,0.617,1.27,12.131,3117.679050,253.937720,12.277,32.013
"4216","0",BB1,"1599",parcelles,1598.55,296.015328166556,69.006016,14959.731128,0.107,0.229,2.09,5.398,1766.823821,301.627976,5.858,11.580
"4217","0",BB1,"6528",parcelles,6528.2,342.807555135358,64.194549,12946.315171,0.504,0.698,1.20,19.275,9376.750894,387.661892,24.188,64.685
"4218","0",BB1,"18833",parcelles,18833.2,592.366514690196,123.360990,47808.548945,0.394,0.674,1.22,31.884,24810.839087,672.149274,36.913,83.103
"4219","0",BB1,"8845",parcelles,8845.32,499.005180410943,99.572723,31148.034012,0.284,0.446,1.50,18.524,12990.858220,523.758371,24.803,45.258
"4220","0",BB1,"8931",parcelles,8931.41,493.780473130302,106.146575,35396.623998,0.252,0.460,1.47,18.136,10468.039963,521.791966,20.062,42.244
"4221","0",BB1,"7170",parcelles,7170.38,467.024098295724,92.407780,26826.680812,0.267,0.413,1.56,16.557,12035.272444,492.096870,24.457,40.115
"4222","0",BB1,"34478",parcelles,34477.7,1072.91738386993,211.304927,140271.396077,0.246,0.376,1.63,34.996,66016.489206,1154.025697,57.205,82.122
"4223","0",BB1,"5939",parcelles,5938.87,345.112110784603,71.920170,16249.922053,0.365,0.626,1.26,17.308,7488.668258,380.131950,19.700,44.207
"4224","0",BB1,"5767",parcelles,5767.23,351.252117782598,72.103345,16332.802186,0.353,0.587,1.30,16.418,7016.500822,381.744487,18.380,40.843
"4225","0",BB1,"41072",parcelles,41072.2,1182.9028443197,225.827319,160214.873014,0.256,0.369,1.65,38.164,73171.390518,1217.690192,60.090,92.467
"4226","5",BB1,"32",bati,32.242,23.9552507306903,4.444507,62.057906,0.519,0.706,1.19,1.345,32.242000,23.958179,1.346,4.083
"4227","5",BB1,"23",bati,23.4194,19.4680135852816,3.461765,37.648263,0.622,0.776,1.13,1.203,23.419402,19.470394,1.203,4.343
"4228","5",BB1,"65",bati,64.7827,33.3167458444669,6.143794,118.583209,0.546,0.733,1.17,1.944,67.497874,34.098710,1.979,5.998
"4229","0",BB1,"52",parcelles,51.887,30.1999809779448,5.613007,98.978549,0.524,0.715,1.18,1.717,54.712276,31.031520,1.763,5.137
"4230","5",BB1,"56",bati,55.7329,30.4950570409291,5.506051,95.242383,0.585,0.753,1.15,1.827,58.261834,31.259492,1.864,5.871
"4231","0",BB1,"5512",parcelles,5512.28,339.750330779537,67.243374,14205.249678,0.392,0.606,1.28,17.419,8262.053575,379.938118,21.746,45.422
"4232","5",BB1,"215",bati,215.479,75.989819019022,14.238390,636.900542,0.338,0.469,1.46,3.125,373.432301,79.830801,4.678,8.636
"4233","5",BB1,"157",bati,157.437,54.2267061392087,10.743612,362.618934,0.434,0.673,1.22,2.902,174.851211,56.970280,3.069,8.058
"4234","0",BB1,"11635",parcelles,11634.9,456.9946875822,81.068182,20646.704465,0.563,0.700,1.20,26.697,14066.327193,484.253654,29.047,80.026
"4235","0",BB1,"8298",parcelles,8298.16,471.858815656424,97.583294,29915.813944,0.277,0.468,1.46,17.785,10743.889083,488.493850,21.994,44.435
"4236","0",BB1,"7853",parcelles,7852.89,466.784120035173,98.874500,30712.733572,0.256,0.453,1.49,16.847,8809.149816,479.389029,18.376,40.391
"4237","0",BB1,"20006",parcelles,20006.3,581.939382192655,113.351016,40364.604774,0.496,0.742,1.16,34.376,25223.505644,641.041440,39.348,110.076
"4238","0",BB1,"10861",parcelles,10861,468.117769753221,90.359917,25650.835830,0.423,0.623,1.27,23.203,11685.954035,475.743007,24.564,64.429
"4239","0",BB1,"14377",parcelles,14377,962.918279060668,138.636449,60381.615400,0.238,0.195,2.27,23.328,25135.407467,725.755024,34.633,53.300
"4240","0",BB1,"12674",parcelles,12673.8,612.591635110932,111.900906,39338.434874,0.322,0.424,1.54,24.158,21706.026500,630.736469,34.414,59.241
"4241","0",BB1,"9116",parcelles,9115.78,425.026994648483,76.132537,18209.183530,0.500,0.634,1.26,22.701,14773.283666,494.844378,29.854,62.099
"4242","0",BB1,"8460",parcelles,8459.65,454.998363284289,79.855351,20033.549955,0.422,0.513,1.40,21.689,13353.077385,471.517017,28.319,59.910
"4243","0",BB1,"4642",parcelles,4641.52,281.407839676923,50.893302,8137.127596,0.570,0.736,1.17,16.778,5934.247561,313.020271,18.958,50.425
"4244","0",BB1,"6574",parcelles,6573.88,388.876931234528,72.203115,16378.033152,0.401,0.546,1.35,18.388,10755.256187,423.927283,25.371,51.418
"4245","0",BB1,"56",parcelles,56.129,30.2950022918285,5.494239,94.834201,0.592,0.768,1.14,1.852,58.677145,31.007483,1.892,6.276
"4246","0",BB1,"2046",parcelles,2045.52,195.6445899385,31.792772,3175.460027,0.644,0.671,1.22,11.325,2575.791739,203.088349,12.683,39.183
"4247","5",BB1,"269",bati,268.944,90.2214388661976,13.466475,569.715137,0.472,0.415,1.55,3.680,341.422993,75.182156,4.541,12.091
"4248","5",BB1,"55",bati,55.4748,29.9183493010399,5.327932,89.179956,0.622,0.779,1.13,1.854,57.904096,30.600700,1.892,6.573
"4249","0",BB1,"8159",parcelles,8158.8,376.447748996507,69.380759,15122.652230,0.539,0.723,1.18,21.884,12227.996590,445.365313,27.456,65.602
"4250","0",BB1,"713",parcelles,713.425,106.410527447501,19.278877,1167.651816,0.611,0.792,1.12,6.702,766.739884,110.784406,6.921,25.226
"4251","0",BB1,"2048",parcelles,2047.7,217.655231144525,45.667964,6551.989253,0.312,0.543,1.36,9.529,2477.203232,230.771391,10.734,23.566
"4252","0",BB1,"1562",parcelles,1562.48,187.416248632003,37.700039,4465.123438,0.350,0.559,1.34,8.383,1639.292120,190.250135,8.617,21.540
"4253","0",BB1,"22838",parcelles,22838,680.276231632839,119.667412,44988.516352,0.508,0.620,1.27,36.344,31578.084570,742.532100,42.528,95.408
"4254","0",BB1,"45",parcelles,45.2802,39.6177389722494,8.761764,241.175374,0.188,0.362,1.66,1.143,85.823517,44.172620,1.943,2.654
"4255","0",BB1,"6636",parcelles,6635.57,373.595870098362,68.978644,14947.865207,0.444,0.597,1.29,18.092,11089.728862,423.639322,26.177,56.610
"4256","0",BB1,"14209",parcelles,14208.9,613.033409687908,135.293388,57504.656985,0.247,0.475,1.45,23.706,23722.424131,716.511278,33.108,52.499
"4257","0",BB1,"1028",parcelles,1028.28,143.430577512472,28.726588,2592.495145,0.397,0.628,1.26,7.166,1141.885447,149.605307,7.633,19.240
"4258","0",BB1,"12579",parcelles,12579.2,451.089734120422,85.012838,22704.863946,0.554,0.777,1.13,27.877,15617.410146,512.688041,30.462,80.285
"4259","0",BB1,"144",parcelles,144.294,59.965782457096,13.265368,552.826026,0.261,0.504,1.41,2.405,201.291831,66.530464,3.026,5.699
"4260","0",BB1,"3205",parcelles,3205.2,248.739294976293,47.901194,7208.461045,0.445,0.651,1.24,12.882,3297.524126,252.886565,13.040,35.736
"4261","0",BB1,"301",parcelles,300.952,89.6918301849048,15.994748,803.719822,0.374,0.470,1.46,3.838,489.956490,89.515157,5.473,11.720
"4262","0",BB1,"794",parcelles,794.439,113.471404403396,19.448986,1188.348474,0.668,0.775,1.14,7.195,865.225309,117.682018,7.352,26.471
"4263","5",BB1,"47",bati,46.5967,28.8794891580843,5.421422,92.337131,0.505,0.702,1.19,1.613,48.060691,29.275527,1.642,4.820
"4264","5",BB1,"186",bati,186.117,63.1207863165519,12.140469,463.042406,0.402,0.587,1.31,3.059,238.114459,65.414320,3.640,8.548
"4265","5",BB1,"196",bati,195.796,74.3688187647146,14.090607,623.748142,0.314,0.445,1.50,2.906,308.658975,76.808932,4.019,7.263
"4266","0",BB1,"12747",parcelles,12747.1,530.199898489117,94.628261,28131.415643,0.453,0.570,1.32,25.923,15202.990830,517.874866,29.356,75.428
"4267","0",BB1,"3432",parcelles,3431.72,344.228677326388,67.714413,14404.961926,0.238,0.364,1.66,10.946,4171.464531,329.643739,12.654,25.681
"4268","0",BB1,"43894",parcelles,43894.5,1084.4737150673,154.366233,74860.803446,0.586,0.469,1.46,50.110,67491.767677,1039.181475,64.947,168.033
"4269","0",BB1,"24446",parcelles,24446,865.312924641975,161.681256,82123.835054,0.298,0.410,1.56,31.584,42747.478097,906.419575,47.161,76.530
"4270","5",BB1,"18",bati,17.7868,17.0628050016722,3.050786,29.239726,0.608,0.768,1.14,1.042,17.786774,17.064902,1.042,3.622
"4271","0",BB1,"47",parcelles,46.5562,28.0944158335201,5.124941,82.513997,0.564,0.741,1.16,1.657,46.805353,28.190125,1.660,5.326
"4272","5",BB1,"33",bati,32.6778,22.9123941726131,4.076820,52.214709,0.626,0.782,1.13,1.426,32.926998,23.007462,1.431,5.314
"4273","0",BB1,"4172",parcelles,4172.13,263.105261623095,48.348501,7343.716606,0.568,0.757,1.15,15.900,5475.073126,297.748508,18.388,50.528
"4274","0",BB1,"10395",parcelles,10394.8,431.17662668332,79.885710,20048.785514,0.518,0.702,1.19,24.110,11052.220692,440.839160,25.071,72.528
"4275","0",BB1,"2854",parcelles,2854.16,227.544930107982,43.717503,6004.274844,0.475,0.693,1.20,12.540,3202.223345,242.724141,13.193,34.550
"4276","0",BB1,"3543",parcelles,3542.67,255.147650196493,49.283424,7630.475744,0.464,0.684,1.21,13.969,4647.761785,277.971518,16.720,42.690
"4277","0",BB1,"28442",parcelles,28441.8,676.725515954952,125.477214,49462.903722,0.575,0.781,1.13,43.165,35382.370236,753.598129,46.951,142.990
"4278","0",BB1,"3032",parcelles,3032.13,263.349823869264,42.953281,5796.189223,0.523,0.549,1.35,12.977,4307.561644,262.551404,16.407,45.576
"4279","0",BB1,"5487",parcelles,5487.14,326.07787357184,61.250398,11786.034291,0.468,0.652,1.24,17.929,8329.985032,376.423515,22.129,47.134
"4280","0",BB1,"329",parcelles,329.244,72.930776970605,13.118198,540.627656,0.609,0.778,1.13,4.513,361.156666,76.175122,4.741,16.237
"4281","5",BB1,"96",bati,95.5302,39.2975987096087,7.185622,162.210380,0.589,0.777,1.13,2.430,102.187049,40.541671,2.521,8.786
"4282","5",BB1,"277",bati,277.384,80.0581313747563,14.139702,628.102301,0.442,0.544,1.36,3.828,371.686285,82.130898,4.526,10.049
"4283","0",BB1,"6797",parcelles,6797.48,345.137209033507,62.451051,12252.631550,0.555,0.717,1.18,20.104,8456.010991,375.438683,22.523,60.319
"4284","5",BB1,"51",bati,51.028,28.6377716466377,5.186065,84.493982,0.604,0.782,1.13,1.781,53.892768,29.370239,1.835,6.815
"4285","0",BB1,"9462",parcelles,9462.46,492.698362315903,103.453556,33623.329571,0.281,0.490,1.43,20.039,14731.292115,554.436348,26.570,46.023
"4286","0",BB1,"7498",parcelles,7497.6,355.057076951188,63.899312,12827.506322,0.584,0.747,1.16,21.675,8094.408895,363.995502,22.238,71.626
"4287","0",BB1,"5614",parcelles,5613.94,320.298223784668,58.131636,10616.343663,0.529,0.687,1.21,18.330,6159.233575,321.900189,19.134,57.108
"4288","0",BB1,"12740",parcelles,12740,541.517238317443,98.465720,30459.305540,0.418,0.546,1.35,25.568,17012.063764,550.783276,30.887,70.047
"4289","0",BB1,"52",parcelles,51.9195,29.0298130807511,5.250197,86.596655,0.599,0.774,1.14,1.788,56.962363,30.350767,1.877,6.202
"4290","0",BB1,"501",parcelles,501.49,97.7255899858776,18.729266,1102.024835,0.455,0.660,1.23,5.130,518.617336,98.800329,5.249,14.632
"4291","0",BB1,"80",parcelles,79.6518,48.916069323546,10.624741,354.639085,0.225,0.418,1.55,1.628,86.220965,50.339954,1.713,3.778
"4292","0",BB1,"262",parcelles,261.928,109.496140566332,25.031940,1968.515760,0.133,0.274,1.91,2.392,307.774809,112.423044,2.738,5.231
"4293","0",BB1,"1771",parcelles,1770.91,222.544400875146,39.875456,4995.295642,0.354,0.449,1.49,8.637,2865.616844,220.360475,13.004,25.997
"4294","5",BB1,"277",bati,276.71,90.1087235627805,13.825111,600.464207,0.461,0.428,1.53,3.701,351.844175,76.762916,4.584,11.901
"4295","5",BB1,"56",bati,55.8872,30.0761713451859,5.576504,97.695348,0.572,0.776,1.14,1.858,61.553755,31.758628,1.938,6.101
"4296","0",BB1,"5956",parcelles,5956.41,403.014225813874,78.881896,19548.099960,0.305,0.461,1.47,15.745,9035.923667,415.897538,21.726,40.759
"4297","0",BB1,"10503",parcelles,10503.2,447.362049416303,82.466925,21365.323761,0.491,0.659,1.23,24.520,13232.822646,466.990847,28.336,76.828
"4298","0",BB1,"6134",parcelles,6133.76,369.799642139893,74.855608,17603.480906,0.348,0.564,1.33,16.581,6507.374442,376.447589,17.286,43.008
"4299","5",BB1,"9",bati,8.53651,12.2363721182258,2.262945,16.087848,0.530,0.716,1.18,0.697,8.850303,12.483110,0.709,2.100
"4300","0",BB1,"9570",parcelles,9570.27,433.204930670194,83.849972,22087.965782,0.433,0.641,1.25,22.498,10249.075440,441.005317,23.240,62.165
"4301","5",BB1,"24",bati,23.7307,19.5271995323408,3.530521,39.158631,0.606,0.782,1.13,1.215,24.803029,19.946366,1.243,4.530
"4302","0",BB1,"390",parcelles,390.249,93.5782817998834,15.517291,756.452569,0.516,0.560,1.34,4.616,430.130115,86.292881,4.985,14.181
"4303","0",BB1,"8808",parcelles,8807.98,374.094938396848,66.432637,13864.775889,0.635,0.791,1.12,23.536,9058.132442,381.621617,23.736,86.295
"4304","0",BB1,"1758",parcelles,1757.79,197.681378385192,41.786798,5485.649440,0.320,0.565,1.33,9.011,2134.106504,214.907561,9.930,21.654
"4305","0",BB1,"3109",parcelles,3109.16,289.098909319147,60.870863,11640.423950,0.267,0.467,1.46,10.751,3202.071394,292.003196,10.966,26.094
"4306","0",BB1,"3844",parcelles,3843.66,278.782301216213,55.676977,9738.703849,0.395,0.621,1.27,13.782,4149.943687,287.763758,14.421,36.962
"4307","0",BB1,"7535",parcelles,7534.53,356.992533618481,66.726671,13987.779758,0.539,0.743,1.16,21.100,9312.841070,390.400280,23.855,67.141
"4308","5",BB1,"48",bati,48.1626,30.588430056229,5.157659,83.570893,0.576,0.647,1.24,1.695,61.664039,31.429457,1.962,5.923
"4309","5",BB1,"31",bati,31.2372,22.5434606389221,4.109713,53.060697,0.589,0.772,1.14,1.385,32.651880,23.053220,1.416,4.794
"4310","0",BB1,"7138",parcelles,7138.12,342.579748002212,63.840035,12803.718120,0.557,0.764,1.14,20.829,8435.007178,368.513748,22.889,71.806
"4311","0",BB1,"5652",parcelles,5651.81,306.641844206513,56.320279,9965.049709,0.567,0.755,1.15,18.498,7871.134223,356.021131,22.109,58.777
"4312","0",BB1,"10390",parcelles,10389.8,409.559102785393,77.175650,18711.580134,0.533,0.747,1.16,24.348,12788.462430,459.104876,27.855,74.206
"4313","0",BB1,"11655",parcelles,11655,542.998497453829,104.347700,34207.050935,0.341,0.497,1.42,23.169,19307.568901,584.608181,33.027,60.859
"4314","0",BB1,"7103",parcelles,7103.43,351.856657594611,62.876845,12420.279041,0.572,0.721,1.18,20.821,9465.413307,389.903738,24.276,68.623
"4315","0",BB1,"4771",parcelles,4770.86,303.098423340716,57.430161,10361.674304,0.460,0.652,1.24,16.126,5973.737761,325.543215,18.350,44.627
"4316","0",BB1,"10884",parcelles,10883.8,502.765829200351,96.035432,28974.293703,0.377,0.543,1.36,22.823,18842.974156,577.990311,32.601,57.636
"4317","5",BB1,"33",bati,32.5507,23.3597483679508,4.432944,61.735415,0.527,0.749,1.16,1.393,36.458774,24.618816,1.481,4.429
"4318","5",BB1,"22",bati,22.3425,19.205870702357,3.641034,41.648497,0.536,0.761,1.15,1.163,24.823986,20.265881,1.225,3.732
"4319","0",BB1,"14984",parcelles,14984.5,545.845572516007,97.747076,30016.318414,0.499,0.632,1.26,29.144,18296.413850,565.358096,32.363,82.162
"4320","0",BB1,"1379",parcelles,1379.45,160.057175794012,30.702670,2961.434701,0.466,0.676,1.22,8.616,1601.711121,170.014816,9.421,24.273
"4321","0",BB1,"5989",parcelles,5989.21,392.014951326507,79.784565,19998.049411,0.299,0.490,1.43,15.863,7000.148889,406.601491,17.216,37.569
"4322","0",BB1,"1327",parcelles,1326.51,154.560820940568,29.762879,2782.913836,0.477,0.698,1.20,8.579,1580.826083,164.803520,9.592,25.502
"4323","0",BB1,"2892",parcelles,2892.2,218.102484353625,40.722904,5209.875698,0.555,0.764,1.14,13.256,3587.829393,240.966213,14.889,43.376
"4324","0",BB1,"6543",parcelles,6542.94,375.016296834597,73.008643,16745.511844,0.391,0.584,1.31,17.449,11812.169890,441.727485,26.741,50.317
"4325","0",BB1,"3606",parcelles,3605.58,249.322467894182,44.343144,6177.358926,0.584,0.729,1.17,14.808,3896.546299,253.759410,15.355,48.219
"4326","0",BB1,"223",parcelles,222.583,69.4469853162004,12.177198,465.848406,0.478,0.580,1.31,3.469,302.922613,70.288096,4.310,11.131
"4327","5",BB1,"277",bati,277.317,76.3023079897915,13.125113,541.197711,0.512,0.598,1.29,3.910,383.822641,78.598778,4.883,13.101
"4328","0",BB1,"10242",parcelles,10241.6,648.760999659495,99.117887,30864.122974,0.332,0.306,1.81,20.646,18424.307072,551.891424,33.384,62.927
"4329","0",BB1,"262",parcelles,261.869,82.9646243549963,17.562219,968.966195,0.270,0.478,1.45,3.155,282.634429,84.829121,3.332,7.670
"4330","0",BB1,"13748",parcelles,13747.9,609.873607695649,124.641613,48806.312424,0.282,0.464,1.47,22.674,29691.518726,709.244370,41.864,62.727
"4331","5",BB1,"53",bati,53.4356,29.273561000072,5.182096,84.364693,0.633,0.783,1.13,1.825,53.435591,29.277134,1.825,6.948
"4332","0",BB1,"10320",parcelles,10319.8,474.94476799109,100.141450,31504.864998,0.329,0.578,1.32,21.870,16220.099703,556.095507,29.168,53.246
"4333","0",BB1,"11856",parcelles,11855.6,453.642883153113,84.970574,22682.294037,0.523,0.724,1.18,26.179,19663.792744,562.822874,34.938,77.827
"4334","0",BB1,"10097",parcelles,10097,462.760811958242,87.608102,24112.287690,0.420,0.594,1.30,22.331,13659.074370,495.379788,27.573,61.456
"4335","5",BB1,"14",bati,14.1291,15.1866620713405,2.711754,23.102050,0.611,0.770,1.14,0.930,14.129061,15.188491,0.930,3.259
"4336","0",BB1,"10034",parcelles,10034.3,454.426933338767,89.464519,25144.993806,0.400,0.611,1.28,22.107,12543.502859,485.204697,25.852,59.837
"4337","0",BB1,"14990",parcelles,14990,551.163845524723,99.271642,30959.952444,0.484,0.620,1.27,28.164,21526.167863,594.345952,36.218,87.091
"4338","5",BB1,"41",bati,41.3227,25.7552990473168,4.561485,65.367586,0.632,0.783,1.13,1.604,41.322663,25.758410,1.604,6.056
"4339","0",BB1,"5086",parcelles,5085.67,317.800315567816,63.099692,12508.474638,0.406,0.633,1.26,15.998,5960.899685,340.499192,17.506,42.028
"4340","0",BB1,"6070",parcelles,6069.54,425.444132445757,82.662089,21466.568317,0.283,0.421,1.54,15.125,11619.447447,467.549597,24.852,37.437
"4341","0",BB1,"16038",parcelles,16038,550.102456442305,103.173445,33441.499351,0.479,0.666,1.23,30.733,22955.913116,609.509579,37.663,95.106
"4342","0",BB1,"7561",parcelles,7560.85,458.539268858324,83.754717,22037.809536,0.343,0.452,1.49,17.974,15313.131518,503.716990,30.400,50.638
"4343","0",BB1,"139",parcelles,139.489,70.0493393225716,10.485885,345.430004,0.404,0.357,1.67,2.534,198.413073,60.027370,3.305,6.910
"4344","0",BB1,"12381",parcelles,12381.1,468.586192925636,94.236661,27899.065433,0.444,0.708,1.19,26.514,15148.014491,522.798669,28.975,70.861
"4345","0",BB1,"40149",parcelles,40148.5,948.46479449756,191.382574,115068.024116,0.349,0.561,1.34,43.463,53494.705683,1017.880513,52.555,111.316
"4346","0",BB1,"21164",parcelles,21164.2,956.801129185035,194.164642,118437.754233,0.179,0.290,1.86,23.480,46719.341171,1017.032701,45.937,54.512
"4347","0",BB1,"5804",parcelles,5804.06,327.582648000596,63.164711,12534.265959,0.463,0.680,1.21,17.809,7203.523422,361.925966,19.903,47.625
"4348","0",BB1,"1937",parcelles,1936.52,207.020487479791,43.192083,5860.817112,0.330,0.568,1.33,9.351,2506.105924,223.378029,11.219,24.023
"4349","0",BB1,"2816",parcelles,2816.4,284.676190449951,55.616843,9717.678690,0.290,0.437,1.51,10.592,4197.618647,294.861322,14.236,25.862
"4350","5",BB1,"17",bati,17.2979,16.652141429614,3.017482,28.604831,0.605,0.784,1.13,1.038,18.206455,17.068534,1.067,4.011
"4351","0",BB1,"3168",parcelles,3168.31,266.733773246541,54.162581,9216.129643,0.344,0.559,1.34,12.058,4580.547702,290.859461,15.748,31.898
"4352","0",BB1,"35440",parcelles,35439.5,1027.39419127259,217.787350,149009.916817,0.238,0.422,1.54,34.973,54673.482343,1108.368218,49.328,83.215
"4353","0",BB1,"2548",parcelles,2548.14,234.103124433755,46.709122,6854.144791,0.372,0.584,1.31,10.978,3679.030613,259.123245,14.198,29.105
"4354","0",BB1,"3162",parcelles,3161.56,299.829020255302,65.593337,13516.658107,0.234,0.442,1.50,10.623,3460.004793,311.246210,11.117,24.550
"4355","0",BB1,"1520",parcelles,1519.8,166.676114369765,31.633407,3143.705108,0.483,0.687,1.21,9.115,1567.105783,169.377518,9.252,26.482
"4356","0",BB1,"3625",parcelles,3624.61,290.224558074868,57.627138,10432.874420,0.347,0.541,1.36,12.701,4221.747440,298.950711,14.122,32.451
"4357","0",BB1,"5208",parcelles,5207.54,366.242561046837,70.902084,15793.117923,0.330,0.488,1.43,15.063,7204.802941,373.503307,19.290,39.355
"4358","0",BB1,"9312",parcelles,9312.47,776.778456492389,135.098690,57339.268737,0.162,0.194,2.27,15.724,15437.446232,654.449898,23.588,34.474
"4359","0",BB1,"13829",parcelles,13829.3,470.882912468671,86.086690,23282.086427,0.594,0.784,1.13,29.360,15142.355058,492.467976,30.748,108.827
"4360","0",BB1,"896",parcelles,895.56,135.69468535897,25.348576,2018.631295,0.444,0.611,1.28,6.935,978.112164,134.557430,7.269,19.452
"4361","5",BB1,"16",bati,16.1793,16.5058571868547,3.172598,31.621324,0.512,0.746,1.16,0.980,17.938078,17.451381,1.028,2.990
"4362","0",BB1,"9352",parcelles,9351.7,707.196241245213,114.071307,40879.230066,0.229,0.235,2.06,16.417,23047.295257,651.285841,35.387,42.177
"4363","0",BB1,"4902",parcelles,4901.79,281.583445366354,50.787623,8103.369613,0.605,0.777,1.13,17.403,5583.146425,299.022977,18.671,63.601
