fid,Id,feuille,surfac_m2,nature,surf2,perimeter,_cc_radius,_cc_area,_cc_circle_compacity,_comp_miller,_comp_gravelius,_convexity_default,elongation_rectangularity_width,elongation_rectangularity_height,elongation_rectangularity_elongation,elongation_rectangularity_rectangularity
"860","0",FF1,"4544",parcelles,4543.97,295.049403456536,57.694365,10457.230132,0.434,0.656,1.23,15.401,5339.016752,320.364322,16.665,40.241
"861","0",FF1,"10219",parcelles,10219.5,497.569736944966,84.876500,22632.096936,0.451,0.519,1.39,22.580,17900.653572,538.780290,33.224,67.996
"862","0",FF1,"6618",parcelles,6617.56,353.553388704979,68.817661,14878.175751,0.445,0.665,1.23,18.709,6970.810175,364.387978,19.130,51.873
"863","0",FF1,"6753",parcelles,6752.66,346.044952405342,67.758514,14423.731003,0.468,0.708,1.19,19.510,7430.525618,364.559548,20.382,55.913
"864","0",FF1,"29067",parcelles,29066.6,852.493521364789,172.944504,93964.412103,0.309,0.502,1.41,35.539,42911.449049,938.417656,45.727,84.293
"865","0",FF1,"3019",parcelles,3019.19,254.501363410221,51.349895,8283.788372,0.364,0.586,1.31,11.858,3267.284655,263.159487,12.416,30.686
"866","0",FF1,"17588",parcelles,17588,699.567189174934,131.789898,54564.994438,0.322,0.451,1.49,26.965,26496.960631,703.785982,37.649,72.438
"867","0",FF1,"10347",parcelles,10347.4,432.104644050722,81.079059,20652.244982,0.501,0.696,1.20,23.936,10732.455006,443.536517,24.197,68.772
"868","0",FF1,"19246",parcelles,19245.9,570.368064008379,105.177012,34752.938373,0.554,0.743,1.16,33.870,23175.825679,610.114655,37.986,118.789
"869","0",FF1,"7933",parcelles,7932.84,437.438964145905,89.784797,25325.351683,0.313,0.521,1.39,18.127,7977.105293,440.442312,18.112,45.445
"870","0",FF1,"8270",parcelles,8270.33,370.105669015508,69.847601,15326.848583,0.539,0.759,1.15,22.338,9105.118120,389.758313,23.361,70.563
"871","0",FF1,"2250",parcelles,2250.2,242.126317296517,52.964364,8812.870603,0.255,0.482,1.44,9.290,2769.723265,261.465452,10.593,21.602
"872","0",FF1,"258",parcelles,257.543,125.553635975781,27.928361,2450.421330,0.105,0.205,2.21,2.128,708.897516,136.872716,5.179,4.621
"873","0",FF1,"1401",parcelles,1401.23,185.323867099856,35.674025,3998.104200,0.350,0.513,1.40,8.062,1913.280998,193.646140,9.880,20.256
"874","5",FF1,"443",bati,442.675,98.3834094951003,19.607024,1207.739376,0.366,0.575,1.32,4.498,449.858453,99.015410,4.543,11.796
"875","0",FF1,"1011",parcelles,1010.87,128.041929346868,23.887164,1792.582047,0.564,0.775,1.14,7.892,1189.272700,137.958386,8.621,28.875
"876","0",FF1,"6462",parcelles,6461.86,364.166266460818,70.703097,15704.595450,0.411,0.612,1.28,17.807,10964.725211,425.242358,25.785,51.816
"877","0",FF1,"2940",parcelles,2940.48,250.739192632503,49.798268,7790.733659,0.377,0.588,1.30,11.722,3288.243530,260.642961,12.616,30.587
"878","0",FF1,"3752",parcelles,3751.59,317.555725835754,66.555264,13916.008724,0.270,0.467,1.46,11.809,4826.052152,333.829375,14.457,28.915
"879","0",FF1,"6612",parcelles,6612.44,342.068135696246,63.554920,12689.608726,0.521,0.710,1.19,19.578,8127.934618,362.713713,22.409,65.838
"880","0",FF1,"3925",parcelles,3924.89,253.484935477194,45.289124,6443.735637,0.609,0.767,1.14,15.478,4157.181759,259.805478,16.001,53.903
"881","0",FF1,"20192",parcelles,20192.2,620.804845910264,116.685382,42774.286572,0.472,0.658,1.23,33.379,23635.470524,643.181866,36.748,97.093
"882","0",FF1,"4892",parcelles,4892.18,285.120298434036,52.037880,8507.247441,0.575,0.756,1.15,17.164,5372.806728,299.384217,17.946,54.353
"883","0",FF1,"5896",parcelles,5896.5,357.644818981652,73.102792,16788.728148,0.351,0.579,1.31,16.480,6579.030463,378.312455,17.390,41.160
"884","0",FF1,"3618",parcelles,3618,276.87268758021,49.502673,7698.518766,0.470,0.593,1.30,13.898,4908.995792,280.981899,17.471,48.042
"885","0",FF1,"5055",parcelles,5054.82,429.708693290391,70.824247,15758.461297,0.321,0.344,1.71,13.620,11860.931566,439.429980,26.992,40.665
"886","0",FF1,"34431",parcelles,34431,1356.65690337591,174.190927,95323.709148,0.361,0.235,2.06,36.954,73554.177765,1093.477998,67.266,111.877
"887","0",FF1,"6201",parcelles,6201,336.714366144052,65.589582,13515.110497,0.459,0.687,1.21,18.409,7006.027290,359.791127,19.472,50.450
"888","0",FF1,"5262",parcelles,5262.21,292.698570705145,52.443344,8640.335907,0.609,0.772,1.14,17.971,5696.768892,305.425253,18.652,59.842
"889","0",FF1,"6656",parcelles,6655.82,419.386917890459,90.415328,25682.304937,0.259,0.475,1.45,15.865,7350.771366,442.126050,16.626,36.907
"890","0",FF1,"7718",parcelles,7718.09,399.520042580808,79.811149,20011.378215,0.386,0.607,1.28,19.318,9523.274449,434.331516,21.926,49.400
"891","0",FF1,"16707",parcelles,16707.5,552.236781442309,105.883128,35221.139050,0.474,0.688,1.21,30.249,23423.541668,622.075059,37.654,91.207
"892","1",FF1,"12",bati,11.7491,13.8335481713401,2.467635,19.129863,0.614,0.771,1.14,0.849,11.749127,13.835484,0.849,2.995
"893","0",LL2,"1637",parcelles,1637.2,166.260204427509,32.040327,3225.104138,0.508,0.744,1.16,9.844,1751.214248,174.750027,10.021,29.107
"894","0",LL2,"512",parcelles,512.385,97.3471353961685,19.525006,1197.656317,0.428,0.679,1.21,5.261,791.063623,114.000653,6.939,15.474
"895","0",LL2,"1244",parcelles,1243.7,141.016115684611,25.083190,1976.584555,0.629,0.786,1.13,8.826,1307.167078,145.791033,8.966,30.282
"896","0",LL2,"3269",parcelles,3269.45,267.644562494279,52.479117,8652.127521,0.378,0.573,1.32,12.264,4076.489880,280.247791,14.546,33.046
"897","0",LL2,"2756",parcelles,2755.71,302.953797025956,60.692788,11572.416269,0.238,0.377,1.63,9.901,6416.681086,337.379939,19.019,24.875
"898","0",LL2,"9970",parcelles,9970.29,415.573306898065,74.693164,17527.161500,0.569,0.725,1.17,24.914,12973.300738,462.106942,28.074,73.920
"899","0",LL2,"3648",parcelles,3647.88,283.469128706958,58.815224,10867.493510,0.336,0.570,1.32,13.281,5608.944302,316.574232,17.718,34.821
"900","0",LL2,"4961",parcelles,4961.1,290.748532797825,53.792571,9090.640271,0.546,0.737,1.16,17.056,7137.160134,340.455109,20.964,51.952
"901","0",LL2,"1858",parcelles,1857.88,208.247307775412,43.575500,5965.332083,0.311,0.538,1.36,8.919,2202.822091,221.635757,9.939,21.887
"902","0",LL2,"2396",parcelles,2396.13,316.455986984889,63.264078,12573.733023,0.191,0.301,1.82,8.297,5574.721651,340.697491,16.363,18.987
"903","0",LL2,"469",parcelles,469.159,109.627508941876,22.320267,1565.123569,0.300,0.490,1.43,4.470,822.268648,121.965157,6.742,11.480
"904","0",LL2,"1743",parcelles,1742.68,174.505715791566,32.500429,3318.394879,0.525,0.719,1.18,10.227,2161.241225,187.760942,11.511,32.606
"905","0",LL2,"1000",parcelles,1000.11,134.243589434064,27.081189,2304.015161,0.434,0.697,1.20,7.447,1091.424048,143.244784,7.619,20.145
"906","0",LL2,"3614",parcelles,3614.39,265.137573404808,52.385747,8621.367311,0.419,0.646,1.24,13.731,5357.394824,303.811106,17.634,37.547
"907","0",LL2,"1700",parcelles,1699.61,172.053699943234,31.245809,3067.138775,0.554,0.721,1.18,9.913,1912.102928,178.344653,10.721,31.882
"908","0",LL2,"4786",parcelles,4785.73,307.742832124146,54.817588,9440.385096,0.507,0.635,1.26,16.175,6803.097763,333.574310,20.395,49.995
"909","0",LL2,"2532",parcelles,2531.53,203.29635280925,37.438912,4403.482901,0.575,0.770,1.14,12.447,2765.263700,212.826711,12.993,41.278
"910","0",LL2,"6284",parcelles,6284.15,325.656826914838,58.568388,10776.467196,0.583,0.744,1.16,19.732,8663.709062,372.644618,23.249,64.719
"911","0",LL2,"959",parcelles,959.459,126.360510561606,23.629374,1754.099763,0.547,0.755,1.15,7.660,1099.853210,133.993897,8.208,25.096
"912","0",LL2,"307",parcelles,307.051,82.0492356430666,15.013482,708.129546,0.433,0.573,1.32,3.837,435.898728,86.374332,5.047,11.325
"913","0",LL2,"537",parcelles,536.88,131.195467598379,30.133415,2852.637510,0.188,0.392,1.60,4.091,695.740101,142.748440,4.874,8.987
"914","0",LL2,"1665",parcelles,1664.97,189.92809854784,37.996579,4535.642991,0.367,0.580,1.31,8.784,2017.721907,203.542213,9.913,22.255
"915","0",LL2,"4270",parcelles,4269.63,278.362778352054,53.722175,9066.862846,0.471,0.692,1.20,15.332,6230.346488,319.560919,19.497,46.284
"916","0",LL2,"3077",parcelles,3076.76,234.430914154723,45.027416,6369.479243,0.483,0.703,1.19,13.289,3535.946513,258.345915,13.687,34.255
"917","0",LL2,"2667",parcelles,2666.64,286.599868382746,51.201631,8236.021474,0.324,0.408,1.57,10.038,5418.230371,299.259390,18.105,30.227
"918","0",LL2,"2772",parcelles,2772.4,219.449301178911,41.679808,5457.594836,0.508,0.723,1.18,12.682,3128.476304,232.728103,13.443,37.352
"919","0",LL2,"3273",parcelles,3272.88,235.730999626301,43.348358,5903.304392,0.554,0.740,1.16,13.879,3559.548250,244.529511,14.557,43.943
"920","0",LL2,"3793",parcelles,3792.53,282.491474054718,44.603527,6250.118777,0.607,0.597,1.29,15.392,5502.360339,297.588044,18.490,47.333
"921","0",LL2,"2424",parcelles,2424.24,202.642257278604,37.393287,4392.756694,0.552,0.742,1.16,11.961,2644.393691,212.212646,12.461,36.665
"922","0",LL2,"2378",parcelles,2378.05,241.596530818933,45.899450,6618.580268,0.359,0.512,1.40,10.715,3522.693387,253.468647,13.898,27.785
"923","0",LL2,"891",parcelles,890.835,149.776271083807,32.351115,3287.974121,0.271,0.499,1.42,5.945,1005.790840,160.043282,6.284,13.828
"924","0",LL2,"1985",parcelles,1984.83,182.748093951607,35.853812,4038.504189,0.491,0.747,1.16,10.856,2510.256834,201.618421,12.451,35.487
"925","0",LL2,"4475",parcelles,4475.25,324.350645017257,56.334692,9970.150718,0.449,0.534,1.37,14.776,7716.830989,357.511659,21.585,42.264
"926","0",LL2,"940",parcelles,940.046,133.187152972085,27.220192,2327.728089,0.404,0.666,1.23,7.172,1339.698257,150.281026,8.915,20.410
"927","0",LL2,"9598",parcelles,9598.27,579.70503350802,114.983870,41535.908885,0.231,0.359,1.67,18.802,19496.519667,627.525720,31.069,42.012
"928","0",LL2,"3007",parcelles,3006.86,307.737377297506,62.233776,12167.523080,0.247,0.399,1.58,10.394,4644.395321,322.679595,14.393,24.274
"929","0",LL2,"3621",parcelles,3620.64,254.618366876124,46.125546,6683.945698,0.542,0.702,1.19,14.564,4060.083634,262.953363,15.440,44.192
"930","0",LL2,"8292",parcelles,8291.89,379.681927444691,68.933625,14928.360178,0.555,0.723,1.18,22.161,8820.359944,385.779373,22.864,70.024
"931","0",LL2,"16",parcelles,15.8156,19.2219810179849,3.969334,49.497723,0.319,0.538,1.36,0.822,31.631248,22.572617,1.401,2.590
"932","0",LL2,"1713",parcelles,1712.69,213.261638788258,38.927219,4760.544506,0.360,0.473,1.45,8.636,2768.819218,218.151704,12.692,24.860
"933","0",LL2,"267",parcelles,266.739,65.2091083464716,11.754509,434.069087,0.614,0.788,1.13,4.114,285.514344,67.591894,4.224,15.628
"934","5",LL2,"160",bati,159.766,51.9047155060213,9.569868,287.714504,0.555,0.745,1.16,3.077,168.564712,53.241981,3.166,9.833
"935","5",LL2,"136",bati,135.687,49.4656734582726,9.323303,273.079750,0.497,0.697,1.20,2.761,148.492033,51.354697,2.891,8.036
"936","0",LL2,"3528",parcelles,3528.24,309.469562587069,46.830121,6889.702021,0.512,0.463,1.47,13.659,4405.640660,266.423349,16.536,48.890
"937","0",LL2,"1033",parcelles,1033.39,155.123159497898,31.937801,3204.497270,0.322,0.540,1.36,6.729,1288.950748,163.489369,7.884,17.102
"938","0",LL2,"661",parcelles,661.126,103.20773454888,18.827628,1113.630388,0.594,0.780,1.13,6.403,738.864087,108.885147,6.786,23.044
"939","0",LL2,"40",parcelles,40.3603,25.5205422187101,4.633622,67.451431,0.598,0.779,1.13,1.581,42.760398,26.244763,1.629,5.684
"940","0",LL2,"136",parcelles,136.322,49.9099502734839,9.426013,279.129606,0.488,0.688,1.21,2.730,146.974773,51.302574,2.865,8.011
"941","0",LL2,"50",parcelles,50.4283,31.2389480466882,6.303954,124.846369,0.404,0.649,1.24,1.614,65.823173,34.544454,1.905,4.348
"942","0",LL2,"261",parcelles,260.82,67.1707772273753,13.338262,558.918343,0.467,0.726,1.17,3.881,353.819176,75.346540,4.696,13.145
"943","5",LL2,"51",bati,50.76,28.5291281758258,5.131515,82.725834,0.613,0.783,1.13,1.778,54.212598,29.459726,1.840,6.733
"944","5",LL2,"85",bati,84.5592,37.5006606583024,6.891250,149.192114,0.567,0.755,1.15,2.254,91.553409,38.900609,2.354,7.374
"945","0",LL2,"186",parcelles,185.856,69.6089247165138,14.244040,637.406131,0.291,0.482,1.44,2.729,401.999303,80.388290,5.001,8.653
"946","0",LL2,"580",parcelles,580.356,154.873713080483,29.143507,2668.292848,0.217,0.304,1.81,4.294,1603.863562,163.724467,9.796,11.748
"947","0",LL2,"39",parcelles,38.7025,26.7928274448205,5.148926,83.288158,0.465,0.677,1.22,1.444,41.301886,27.584234,1.497,4.118
"948","5",LL2,"69",bati,69.3275,34.6813979230164,6.482021,131.999025,0.525,0.724,1.18,1.998,71.493523,35.324167,2.024,6.091
"949","5",LL2,"60",bati,59.8543,31.6411481673522,5.909913,109.726638,0.545,0.751,1.15,1.891,63.071048,32.609838,1.934,5.987
"950","5",LL2,"44",bati,43.8492,26.812003314904,4.867500,74.432372,0.589,0.766,1.14,1.635,45.117672,27.240505,1.656,5.526
"951","0",LL2,"1374",parcelles,1374.07,214.464804210321,42.665293,5718.726610,0.240,0.375,1.63,6.697,1778.650243,209.490910,8.490,16.466
"952","0",LL2,"861",parcelles,861.11,126.02524784244,24.648282,1908.636308,0.451,0.681,1.21,6.834,1235.674547,144.100994,8.575,19.606
"953","0",LL2,"1519",parcelles,1518.55,169.563180891152,34.557209,3751.692059,0.405,0.664,1.23,8.953,1855.883895,186.134439,9.971,23.674
"954","0",LL2,"661",parcelles,661.063,135.042646182031,29.237688,2685.566518,0.246,0.455,1.48,4.893,748.886323,140.265014,5.339,11.596
"955","0",LL2,"627",parcelles,627.367,139.536360925422,29.974459,2822.621162,0.222,0.405,1.57,4.547,846.254235,145.415011,5.820,10.785
"956","0",LL2,"229",parcelles,228.691,74.0953194328407,15.336517,738.930133,0.309,0.523,1.38,3.087,259.063664,76.457420,3.388,7.770
"957","0",LL2,"2894",parcelles,2894.26,327.294162111266,47.384790,7053.875698,0.410,0.339,1.72,11.179,4882.005664,282.380966,17.289,35.864
"958","0",LL2,"160",parcelles,159.763,73.4345462081931,10.902613,373.431632,0.428,0.372,1.64,2.754,236.622390,63.418593,3.731,8.110
"959","0",LL2,"5309",parcelles,5309.04,431.225684761017,92.876504,27099.519738,0.196,0.359,1.67,13.149,8362.586887,457.638803,18.273,28.977
"960","0",LL2,"7505",parcelles,7504.78,373.639976550737,74.131682,17264.641973,0.435,0.675,1.22,20.077,9296.344227,403.480692,23.040,57.488
"961","0",LL2,"2558",parcelles,2558.19,225.453838269895,45.779756,6584.106082,0.388,0.632,1.26,11.527,4087.360914,259.014226,15.780,34.085
"962","0",LL2,"24172",parcelles,24172.4,745.245990044428,129.782685,52915.557954,0.457,0.547,1.35,36.187,40926.987290,831.606252,49.214,94.464
"963","0",LL2,"969",parcelles,968.651,134.295457964118,26.003370,2124.267240,0.456,0.675,1.22,7.210,1086.771301,143.432699,7.577,19.381
"964","0",LL2,"2818",parcelles,2818.03,266.363064523121,54.533960,9342.948317,0.302,0.499,1.42,10.585,4189.710336,291.690788,14.364,26.451
"965","0",LL2,"1673",parcelles,1672.93,204.704965369731,42.705975,5729.637696,0.292,0.502,1.41,8.169,1872.636661,210.171100,8.910,20.311
"966","0",LL2,"6249",parcelles,6248.71,370.987127851052,73.231862,16848.064675,0.371,0.570,1.32,16.927,7773.774821,390.643890,19.900,44.730
"967","0",LL2,"1219",parcelles,1218.69,171.79850676947,37.828921,4495.704628,0.271,0.519,1.39,7.091,1964.234679,202.255055,9.712,16.265
"968","0",LL2,"2001",parcelles,2000.75,208.776589036206,42.979850,5803.361901,0.345,0.577,1.32,9.615,3073.498407,238.254899,12.900,24.589
"969","0",LL2,"2424",parcelles,2423.96,196.757957788184,36.650525,4219.978751,0.574,0.787,1.13,12.331,2704.159811,209.283202,12.921,41.714
"970","0",LL2,"2249",parcelles,2249.25,188.812848520608,34.659066,3773.840956,0.596,0.793,1.12,11.919,2567.534491,203.192209,12.636,41.342
"971","0",LL2,"1043",parcelles,1042.56,168.776185128985,35.668081,3996.771834,0.261,0.460,1.47,6.175,1085.963723,172.616848,6.291,14.676
"972","0",LL2,"1147",parcelles,1147.16,165.066622278815,33.884286,3607.003352,0.318,0.529,1.38,6.947,1224.943327,170.543388,7.183,17.121
"973","0",LL2,"114",parcelles,113.936,45.1580796901491,8.707358,238.189550,0.478,0.702,1.19,2.522,127.528475,48.559940,2.626,6.864
"974","0",LL2,"118",parcelles,117.889,47.2015369734799,9.096624,259.962266,0.453,0.665,1.23,2.497,128.642533,48.582650,2.648,7.147
"975","0",LL2,"29",parcelles,29.1385,21.8846202150282,4.065350,51.921312,0.561,0.764,1.14,1.331,31.741159,22.773205,1.394,4.472
"976","0",LL2,"65",parcelles,64.8044,37.5243389185074,7.597545,181.341192,0.357,0.578,1.32,1.726,77.885037,40.026109,1.946,4.400
"977","0",LL2,"86",parcelles,86.2405,39.0589225552586,7.575253,180.278611,0.478,0.710,1.19,2.207,94.215267,40.949158,2.301,6.391
"978","0",LL2,"43",parcelles,42.73,26.5952171672911,5.038273,79.746804,0.536,0.759,1.15,1.606,48.939438,28.365510,1.725,5.176
"979","0",LL2,"128",parcelles,128.053,73.0338135147658,12.158046,464.384189,0.276,0.302,1.82,2.137,277.685573,68.207434,4.071,6.194
"980","5",LL2,"39",bati,39.0916,25.1627000122959,4.581882,65.953467,0.593,0.776,1.14,1.553,41.629498,25.870794,1.609,5.650
"981","5",LL2,"48",bati,47.5994,27.5991751400645,4.930927,76.384813,0.623,0.785,1.13,1.724,48.679272,27.908224,1.744,6.814
"982","5",LL2,"72",bati,71.5623,38.9489154357033,7.419256,172.930079,0.414,0.593,1.30,1.914,88.875242,40.271591,2.207,5.260
"983","5",LL2,"24",bati,23.5595,20.6183451390692,3.949536,49.005194,0.481,0.696,1.20,1.142,24.729894,21.152318,1.169,3.324
"984","0",LL2,"2066",parcelles,2065.58,190.826455182448,34.287490,3693.356856,0.559,0.713,1.18,11.099,2321.189135,199.402663,11.641,32.959
"985","0",LL2,"2891",parcelles,2890.86,257.076055003332,52.374104,8617.535515,0.335,0.550,1.35,11.350,3819.220019,280.977696,13.593,27.886
"986","0",LL2,"336",parcelles,335.641,109.860935587825,25.373265,2022.565379,0.166,0.349,1.69,3.054,379.167356,115.672775,3.278,6.671
"987","0",LL2,"1478",parcelles,1477.52,163.072461915038,32.968958,3414.760949,0.433,0.698,1.20,9.168,1951.988334,181.678676,10.744,26.399
"988","0",LL2,"299",parcelles,299.358,69.3176811845779,12.667845,504.144890,0.594,0.783,1.13,4.317,319.780271,71.594909,4.467,16.036
"989","0",LL2,"393",parcelles,392.745,83.4898388960408,15.607058,765.229998,0.513,0.708,1.19,4.731,438.046476,86.032878,5.092,14.837
"990","0",LL2,"360",parcelles,359.801,77.6737766243376,14.294146,641.898448,0.560,0.749,1.16,4.630,400.772207,81.082747,4.943,15.337
"991","0",LL2,"377",parcelles,377.339,77.9853718412091,13.951409,611.485332,0.617,0.779,1.13,4.837,431.610251,83.154165,5.190,17.519
"992","0",LL2,"320",parcelles,319.789,84.7141125150165,17.257496,935.632753,0.342,0.560,1.34,3.773,389.103121,89.908140,4.328,9.614
"993","5",LL2,"65",bati,64.9376,32.8628199833883,5.939776,110.838333,0.586,0.755,1.15,1.975,67.393805,33.491065,2.012,6.480
"994","0",LL2,"585",parcelles,584.742,126.392035534416,19.847764,1237.579292,0.472,0.460,1.47,5.463,691.625822,110.636629,6.251,16.137
"995","5",LL2,"10",bati,10.2732,13.0943826842611,2.364250,17.560492,0.585,0.753,1.15,0.784,13.735407,14.828069,0.926,2.711
"996","0",LL2,"145",parcelles,145.088,57.8609717881394,11.151883,390.702551,0.371,0.544,1.36,2.611,212.623443,62.132763,3.422,6.945
"997","0",LL2,"37",parcelles,36.8982,25.9120267027652,5.110807,82.059490,0.450,0.690,1.20,1.423,43.617624,27.692355,1.575,4.099
"998","0",LL2,"72",parcelles,71.6554,43.0761310432121,7.739759,188.193572,0.381,0.485,1.44,1.830,121.052790,44.059156,2.748,6.209
"999","0",LL2,"30",parcelles,29.9476,22.4843129289459,4.329851,58.897340,0.508,0.744,1.16,1.331,33.644417,23.856174,1.410,4.072
"1000","0",LL2,"60",parcelles,59.9703,31.4480675287539,5.953474,111.350154,0.538,0.762,1.15,1.906,69.865087,33.556257,2.082,6.585
"1001","0",LL2,"56",parcelles,56.4608,35.2811873315039,7.234801,164.438343,0.343,0.570,1.32,1.678,97.911583,41.576290,2.355,4.158
"1002","0",LL2,"17",parcelles,16.7662,19.972966473218,4.092738,52.623270,0.319,0.528,1.38,0.839,33.532371,23.589639,1.421,2.390
"1003","5",LL2,"130",bati,129.677,50.5040302450365,9.463324,281.343782,0.461,0.639,1.25,2.683,179.260933,53.874039,3.327,8.682
"1004","5",LL2,"108",bati,108.482,46.8018576323576,8.956375,252.008075,0.430,0.622,1.27,2.376,143.828089,50.585673,2.843,6.510
"1005","5",LL2,"52",bati,52.2104,33.3907220640433,6.314569,125.267162,0.417,0.588,1.30,1.649,80.051771,37.625471,2.128,4.240
"1006","5",LL2,"126",bati,126.434,59.6406584953733,11.412849,409.202276,0.309,0.447,1.50,2.224,197.996662,61.638593,3.212,5.827
"1007","5",LL2,"30",bati,29.9161,22.2195991022846,4.057119,51.711280,0.578,0.761,1.15,1.346,30.761629,22.571141,1.363,4.476
"1008","0",LL2,"19",parcelles,18.9873,17.9275965862075,3.462990,37.674913,0.504,0.742,1.16,1.059,21.834455,19.145558,1.140,3.260
"1009","5",LL2,"22",bati,22.0922,18.9287031453792,3.407306,36.473049,0.606,0.775,1.14,1.167,24.583542,19.889602,1.236,4.130
"1010","0",LL2,"288",parcelles,288.419,70.0400299903345,13.072314,536.852337,0.537,0.739,1.16,4.116,362.382744,77.596445,4.670,12.464
"1011","0",LL2,"151",parcelles,151.014,56.5816564303976,10.161547,324.391546,0.465,0.593,1.30,2.867,243.440205,62.853259,3.873,8.590
"1012","0",LL2,"114",parcelles,114.085,53.5113361009175,9.958969,311.586505,0.366,0.501,1.41,2.251,236.713396,61.559494,3.845,7.238
"1013","5",LL2,"94",bati,93.9423,49.9826597331552,9.147683,262.888823,0.357,0.472,1.45,2.097,169.547732,53.156106,3.190,5.890
"1014","0",LL2,"160",parcelles,159.671,58.6757027374116,12.186246,466.540965,0.342,0.583,1.31,2.720,191.780252,64.053467,2.994,6.636
"1015","0",LL2,"139",parcelles,138.501,49.5749664200275,8.860324,246.631812,0.561,0.708,1.19,2.876,167.457235,53.615645,3.123,8.194
"1016","0",LL2,"151",parcelles,151.332,55.5830365677249,9.966054,312.030016,0.485,0.615,1.27,2.880,238.807698,63.257796,3.775,7.890
"1017","0",LL2,"104",parcelles,103.566,43.9786441220626,9.007053,254.868009,0.406,0.673,1.22,2.397,133.872246,48.672478,2.750,6.497
"1018","0",LL2,"88",parcelles,88.0102,37.7767614326335,7.118285,159.184447,0.553,0.775,1.14,2.329,99.968670,40.130650,2.491,8.101
"1019","5",LL2,"27",bati,26.9027,22.0054113720106,4.454192,62.328640,0.432,0.698,1.20,1.222,39.055941,25.097504,1.556,3.936
"1020","5",LL2,"28",bati,28.3416,22.2073240947992,4.211981,55.734324,0.508,0.722,1.18,1.277,30.923771,23.048704,1.342,3.896
"1021","5",LL2,"364",bati,363.585,113.825156684649,16.986660,906.495972,0.401,0.353,1.68,4.217,591.513068,97.286251,6.080,14.848
"1022","0",LL2,"542",parcelles,542.095,95.8429299535519,18.420419,1065.979607,0.508,0.741,1.16,5.654,668.571325,105.264409,6.351,17.363
"1023","0",LL2,"977",parcelles,976.935,130.192425097178,24.033212,1814.569129,0.538,0.724,1.18,7.501,1064.412100,134.360043,7.922,23.487
"1024","0",LL2,"354",parcelles,354.32,77.0610851395843,14.664313,675.574628,0.524,0.750,1.16,4.596,492.234053,88.842287,5.541,15.237
"1025","0",LL2,"2299",parcelles,2298.68,269.73560412718,59.722422,11205.331037,0.205,0.397,1.59,8.757,4273.651853,310.432452,13.767,19.241
"1026","0",LL2,"367",parcelles,366.902,138.894654438038,25.707520,2076.204965,0.177,0.239,2.05,2.973,691.206725,127.362436,5.427,7.365
"1027","5",LL2,"66",bati,66.0793,35.8184311078483,6.975251,152.851432,0.432,0.647,1.24,1.844,72.477446,36.908163,1.964,5.167
"1028","5",LL2,"288",bati,287.656,88.6879051199341,18.744478,1103.815775,0.261,0.459,1.48,3.242,321.973290,90.699620,3.550,7.871
"1029","0",LL2,"35834",parcelles,35834.3,1091.29197818896,181.987319,104047.614340,0.344,0.378,1.63,40.098,66191.512394,1059.093964,62.498,109.443
"1030","0",LL2,"694",parcelles,694.488,126.009236486403,24.647330,1908.488933,0.364,0.549,1.35,5.527,873.735073,130.421137,6.699,14.974
"1031","0",LL2,"811",parcelles,811.326,158.138543047745,33.623747,3551.747638,0.228,0.408,1.57,5.162,986.099773,161.916497,6.090,12.285
"1032","0",LL2,"1130",parcelles,1130.17,158.243357419455,26.910538,2275.069380,0.497,0.567,1.33,8.188,1723.688597,167.462776,10.293,23.909
"1033","0",LL2,"45",parcelles,44.9142,36.1018181313484,7.987109,200.414497,0.224,0.433,1.52,1.244,72.567785,40.960321,1.772,2.820
"1034","0",LL2,"34",parcelles,34.1698,25.6039536412077,4.997425,78.458931,0.435,0.655,1.24,1.380,51.119223,28.605704,1.787,4.676
"1035","5",LL2,"40",bati,40.451,25.7854692323128,4.762206,71.246942,0.568,0.764,1.14,1.568,43.064378,26.596479,1.619,5.238
"1036","5",LL2,"32",bati,32.42,23.2769928285375,4.317137,58.551962,0.554,0.752,1.15,1.392,34.889721,24.085239,1.449,4.508
"1037","5",LL2,"54",bati,54.289,31.7506101434099,6.207418,121.051954,0.448,0.677,1.22,1.709,57.872516,32.855634,1.761,4.798
"1038","5",LL2,"59",bati,59.059,31.8612509544852,5.670259,101.007965,0.585,0.731,1.17,1.917,69.398152,33.395607,2.078,6.632
"1039","5",LL2,"118",bati,117.528,47.459079150608,9.224418,267.317775,0.440,0.656,1.24,2.475,123.942468,49.055582,2.527,6.749
"1040","0",LL2,"93",parcelles,93.4185,55.97461181531,10.709296,360.306180,0.259,0.375,1.63,1.779,182.371840,59.214882,3.080,4.475
"1041","0",LL2,"93",parcelles,92.7765,42.0241178109233,8.441173,223.849164,0.414,0.660,1.23,2.207,107.040381,45.203784,2.368,5.853
"1042","0",LL2,"72",parcelles,72.4972,35.3053250512354,6.808539,145.632292,0.498,0.731,1.17,2.053,89.098487,38.847665,2.294,6.041
"1043","0",LL2,"45",parcelles,44.9936,27.4964991580149,5.318215,88.854958,0.506,0.748,1.16,1.636,58.660828,30.640435,1.914,5.775
"1044","0",LL2,"23",parcelles,23.2093,20.4136183315345,3.952300,49.073788,0.473,0.700,1.20,1.137,31.603668,22.721738,1.391,3.572
"1045","5",LL2,"42",bati,42.3659,26.0426789962876,4.668565,68.472592,0.619,0.785,1.13,1.626,43.908799,26.507375,1.656,6.316
